"consent","attention_1","attention_2","self_wash_hands","self_avoid_gatherings","self_isolate","self_share_post","other_wash_hands","other_avoid_gatherings","other_isolate","other_cancel_holiday","person_trustworthiness","person_moral","covid_threat","covid_self_die","covid_other_die","covid_self_responsible","covid_other_responsible","covid_control","covid_home_unpleasant","covid_sought_information","covid_cases_local","covid_cases_personal","forced_choice_message","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","mood_now","gender","age","ethnicity","health_condition","english_native","marital_status","children","living_situation","Q67_4_TEXT","local_state","education","employment","employer_home_support","income","perceived_class","interest_politics","economic_conservatism","social_conservatism","political_party","Q222_4_TEXT","social_media_hours","social_media_minutes","belief_god","religiosity","general_comments","source_condition","message_condition","gender_binary","gender_binary_numeric","race","education_numeric","overall_conservatism","impartial_beneficence","instrumental_harm","comp1_passed","comp2_passed","comp_passed"
1,4,2,7,7,7,7,5,6,5,4,5,5,7,3,6,7,3,5,2,6,"Not Sure","No","Utilitarian",1,2,3,3,6,2,2,1,2,3,"Female",63,"White","Not Sure",1,2,"No Children","Partners/Family","","California","Some college","Unemployed",NA,5,7,3,1,1,"Democrat","",4,0,8,5,"","Leader","Virtue","Female",NA,"White",2,1,3,1.75,"Passed","Passed","Passed"
1,2,3,6,4,4,2,5,5,5,5,5,6,5,2,2,5,4,5,4,5,"No","No","Utilitarian",3,3,4,3,3,3,2,3,3,2,"Male",40,"White","No",1,1,"No Children","Alone","","Pennsylvania","4 Year Degree","Part-Time","No",7,5,3,2,2,"Democrat","",1,0,2,2,"","Citizen","Utilitarian","Male",NA,"White",4,2,3.2,2.75,"Passed","Passed","Passed"
1,2,2,7,4,1,1,4,4,4,7,5,5,3,1,1,7,2,4,7,2,"No","No","Utilitarian",1,1,5,7,1,1,3,4,1,2,"Female",41,"Black","No",1,2,"2 Children","Partners/Family","","Alabama","Some college","Unemployed",NA,7,5,2,4,4,"Democrat","",2,0,5,3,"","Citizen","Virtue","Female",NA,"Black",2,4,3,2.25,"Passed","Passed","Passed"
1,2,2,7,3,3,1,5,4,4,5,5,5,3,2,2,5,5,4,3,1,"Not Sure","No","Virtue",7,1,5,3,1,3,1,2,3,2,"Female",31,"Black","No",1,2,"4+ Children","Partners/Family","","Georgia","Some college","Part-Time","Yes",1,3,1,1,1,"Democrat","",5,0,10,4,"","Citizen","Virtue","Female",NA,"Black",2,1,3.4,2.25,"Passed","Passed","Passed"
1,2,NA,7,7,7,4,6,6,6,7,3,3,6,2,3,6,6,5,2,5,"Not Sure","No","Deontological",4,5,4,6,5,6,4,4,2,1,"Male",33,"Black","No",1,1,"No Children","Partners/Family","","Florida","4 Year Degree","Full-Time","Yes",5,7,3,2,2,"Democrat","",4,30,8,3,"","Citizen","Non-Moral","Male",NA,"Black",4,2,4.8,4,"Passed","Passed","Passed"
1,4,1,5,6,5,4,4,5,4,7,6,6,5,1,2,4,5,6,2,7,"Yes","No","Utilitarian",2,1,3,4,2,3,4,5,2,3,"Male",54,"White","No",1,4,"3 Children","Alone","","MA","PostGrad or Professional degree","Full-Time","No",8,5,3,3,3,"Independent","",0,30,1,1,"nothin further to add","Leader","Deontological","Male",NA,"White",5,3,2.4,3.5,"Passed","Passed","Passed"
1,4,2,5,5,3,3,4,6,4,6,4,4,4,1,1,3,2,4,1,7,"No","No","Deontological",5,5,2,6,2,3,2,4,2,3,"Male",56,"White","Yes",1,4,"3 Children","Partners/Family","","New York","4 Year Degree","Unemployed",NA,8,6,3,6,3,"Independent","",1,0,10,5,"none, thank you","Leader","Virtue","Male",NA,"White",4,4.5,4,2.75,"Passed","Passed","Passed"
1,2,3,7,7,7,2,7,6,6,6,6,6,6,3,4,6,6,7,4,4,"No","No","Utilitarian",6,4,4,6,2,4,4,4,4,4,"Female",67,"White","Yes",1,3,"No Children","Alone","","Washington","4 Year Degree","Full-Time",NA,5,7,3,7,7,"Republican","",1,0,10,7,"","Citizen","Utilitarian","Female",NA,"White",4,7,4.4,4,"Passed","Passed","Passed"
1,2,3,7,7,7,3,7,7,7,7,7,7,7,4,4,7,7,4,6,7,"No","No","Utilitarian",1,4,7,7,6,4,1,1,1,3,"Male",39,"Black","Yes",1,2,"1 Child","Partners/Family","","North Carolina","Some college","Unemployed",NA,3,9,3,6,2,"Democrat","",0,30,10,7,"","Citizen","Utilitarian","Male",NA,"Black",2,4,5,1.75,"Passed","Passed","Passed"
1,2,1,7,4,4,5,6,4,4,7,7,7,7,1,1,5,3,2,1,7,"Yes","No","Deontological",1,5,5,5,2,1,1,3,1,1,"Female",34,"Black","No",1,2,"2 Children","Partners/Family","","DC","PostGrad or Professional degree","Part-Time","No",8,6,3,2,2,"Democrat","",4,30,10,5,"None","Citizen","Deontological","Female",NA,"Black",5,2,3.6,1.5,"Passed","Passed","Passed"
1,2,NA,7,5,2,3,7,7,4,7,6,7,6,1,1,6,3,7,5,4,"Yes","No","Utilitarian",5,4,3,4,4,4,5,4,2,3,"Male",20,"Black","No",1,1,"No Children","Partners/Family","","Michigan","Some college","Student",NA,3,5,2,1,1,"Democrat","",6,0,10,4,"","Citizen","Non-Moral","Male",NA,"Black",2,1,4,3.75,"Passed","Passed","Passed"
1,4,2,7,7,7,5,5,6,6,7,6,6,6,2,2,5,2,4,6,5,"No","No","Deontological",6,5,6,4,2,1,2,1,1,4,"Female",47,"Asian","No",2,2,"2 Children","Partners/Family","","New York","Some college","Unemployed",NA,10,5,2,2,2,"Democrat","",1,0,1,1,"","Leader","Virtue","Female",NA,"Asian",2,2,4.6,1.25,"Passed","Passed","Passed"
1,2,NA,7,6,5,1,4,4,4,3,3,4,4,3,3,5,2,7,1,5,"No","No","Virtue",1,1,1,5,1,1,1,1,1,2,"Female",68,"White","Yes",1,2,"No Children","Partners/Family","","Colorado","4 Year Degree","Part-Time","Yes",6,5,2,6,2,"Other","Libertarian",1,30,1,1,"Yikes!  There are too many questions here that demonstrate not thinking widely enough. Here's one: I work from home, and don't usually go out - so it's not a change that I won't go out.
AND, you haven't included a position on the morality questions of ""loathe and despise with every fiber of my being"" [yes, I wanted one.  No, I didn't expect one.]  Thank you for the way you worded the ""where are you politically?"" questions.  I usually get Demopub/Repubicrat, which makes then difficult to answer, since neither is true.","Citizen","Non-Moral","Female",NA,"White",4,4,1.8,1,"Passed","Passed","Passed"
1,2,3,7,3,3,1,2,1,2,2,4,5,2,1,1,1,2,5,1,2,"Yes","Not Sure","Deontological",3,5,3,2,2,6,5,6,6,3,"Male",24,"Black","Not Sure",1,1,"No Children","Partners/Family","","Florida","Some college","Student",NA,1,2,1,4,3,"None","",0,30,10,1,"","Citizen","Utilitarian","Male",NA,"Black",2,3.5,3,5.75,"Passed","Passed","Passed"
1,4,3,4,4,4,1,4,4,4,3,4,4,4,3,3,4,6,6,3,7,"No","No","Virtue",4,4,4,4,4,4,4,5,5,3,"Male",69,"White","Yes",1,2,"3 Children","Partners/Family","","north carolina","4 Year Degree","Unemployed",NA,4,2,2,5,6,"Republican","",0,1,10,5,"in calculating the number of cases, where do the indigent, refugees, and illegal immigrants etc get counted. ","Leader","Utilitarian","Male",NA,"White",4,5.5,4,4.5,"Passed","Passed","Passed"
1,2,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,7,7,1,"No","No","Utilitarian",1,1,1,1,3,4,1,4,4,3,"Female",44,"Asian","No",1,1,"No Children","Alone","","texas","2 year Degree","Unemployed",NA,1,6,1,4,4,"None","",0,0,1,1,"","Citizen","Deontological","Female",NA,"Asian",3,4,1.4,3.25,"Passed","Passed","Passed"
1,2,2,7,7,7,4,4,3,2,4,5,6,4,1,1,6,7,4,1,7,"No","No","Utilitarian",1,2,7,6,1,1,2,2,1,3,"Female",21,"Black","No",1,1,"No Children","Partners/Family","","California","Some college","Student",NA,2,7,3,1,1,"Democrat","",12,20,8,5,"no comments","Citizen","Virtue","Female",NA,"Black",2,1,3.4,1.5,"Passed","Passed","Passed"
1,4,NA,7,6,6,1,5,6,4,7,6,4,5,1,2,6,4,4,2,7,"No","No","Virtue",4,3,3,2,1,4,1,4,4,3,"Male",51,"White","No",1,2,"2 Children","Partners/Family","","Virginia ","4 Year Degree","Full-Time","Yes",10,6,2,7,7,"Republican","",0,0,10,7,"","Leader","Non-Moral","Male",NA,"White",4,7,2.6,3.25,"Passed","Passed","Passed"
1,4,2,7,7,6,1,4,4,3,3,6,6,6,2,4,6,6,6,1,7,"No","No","Utilitarian",4,2,6,5,5,4,4,4,4,2,"Female",62,"White","Yes",1,2,"2 Children","Partners/Family","","Massachusetts","4 Year Degree","Full-Time","Yes",6,7,3,6,2,"Independent","",2,0,1,1,"","Leader","Virtue","Female",NA,"White",4,4,4.4,4,"Passed","Passed","Passed"
1,4,3,7,7,7,1,4,4,4,3,6,6,7,3,6,7,1,5,3,7,"Not Sure","No","Virtue",2,3,5,5,7,3,5,2,5,3,"Female",65,"White","Not Sure",1,4,"1 Child","Alone","","California","PostGrad or Professional degree","Unemployed",NA,4,7,3,2,1,"Democrat","",2,30,9,1,"Interesting survey, highlighting the morality of health choices","Leader","Utilitarian","Female",NA,"White",5,1.5,4.4,3.75,"Passed","Passed","Passed"
1,4,1,7,7,7,7,6,5,6,5,7,7,7,6,7,7,7,7,3,7,"Yes","No","Deontological",7,6,7,5,7,1,4,7,6,1,"Male",41,"White","No",1,2,"2 Children","Partners/Family","","California ","4 Year Degree","Full-Time","Yes",10,2,3,5,4,"Democrat","",1,0,1,1,"Thank you for the opportunity to participate in the survey. It was very interesting and cant wait to see the results ","Leader","Deontological","Male",NA,"White",4,4.5,6.4,4.5,"Passed","Passed","Passed"
1,4,NA,7,7,7,6,7,7,6,7,6,6,5,2,2,4,3,7,5,7,"No","No","Utilitarian",6,2,6,5,2,1,7,7,1,2,"Male",28,"Black","No",1,1,"1 Child","Alone","","California ","High School","Unemployed",NA,2,3,2,5,3,"Democrat","",3,30,10,4,"","Leader","Non-Moral","Male",NA,"Black",1,4,4.2,4,"Passed","Passed","Passed"
1,2,2,4,4,4,1,4,7,7,6,1,3,4,3,4,4,2,4,1,2,"Yes","No",NA,4,5,3,4,2,1,1,1,1,1,"Female",41,"Black","Not Sure",1,1,"No Children","Alone","","NY","4 Year Degree","Part-Time","No",2,8,2,4,4,"Democrat","",5,30,10,6,"n/a","Citizen","Virtue","Female",NA,"Black",4,4,3.6,1,"Passed","Passed","Passed"
1,4,3,6,7,7,1,3,4,3,5,5,5,7,2,4,7,4,4,4,7,"Not Sure","Not Sure","Utilitarian",2,5,3,3,3,1,1,2,5,4,"Male",47,"White","No",1,1,"No Children","Alone","","Pennsylvania","4 Year Degree","Part-Time","Unsure",4,8,3,2,1,"Democrat","",4,0,1,1,"I thought the Nicholas Miller passage was poorly written. He cites his experience as an education department chair as having taught him about proper coronavirus response but doesn't say how his professional role provides him with relevant knowledge or expertise; it feels like deploying prestige in a pretentious, even blustering way, rather than in a persuasive way, although no doubt that was not the intent. Worse, he doesn't go into enough detail about how issues like how easily transmissible this virus is. Given the widespread misunderstandings associating this with the flu, it struck me as rather weak. It also was phrased in a frightening, intimidating manner: ""Think of the consequences,"" whereas a positive message might motivate people more, as in ""You can help save lives by staying home right now whenever possible."" On a separate point, this question seemed confusingly worded. ""How responsible do you feel about your own role in preventing further outbreak of COVID-19?"" On a third point, the question about political oppression was less difficult to answer for me than many of the surrounding questions because it asked about ensuring ""the overall well-being and happiness"" of people, not their survival (i.e. the stakes seemed low). On a fourth point, for contextualizing another answer, I work at home as a freelancer, so I didn't need authorization to do so. Finally, I'm not sure how much time I spend on social media. I put four hours a day, but it might be more or less on average (it is often more, I think, but I don't keep close track). Thanks.","Leader","Utilitarian","Male",NA,"White",4,1.5,3.2,2.25,"Passed","Passed","Passed"
1,2,1,7,7,7,4,4,3,3,4,7,7,7,1,4,7,5,5,1,7,"Yes","Not Sure","Utilitarian",1,2,4,1,1,2,1,1,4,2,"Male",36,"Black","No",1,1,"No Children","Partners/Family","","New York","Some college","Full-Time","Yes",10,4,2,4,4,"Independent","",3,0,10,5,"","Citizen","Deontological","Male",NA,"Black",2,4,1.8,2,"Passed","Passed","Passed"
1,2,3,7,7,7,7,7,7,7,5,7,7,7,4,4,7,1,4,1,7,"Yes","No","Deontological",4,6,6,6,7,4,5,4,4,6,"Male",53,"White","Yes",1,2,"No Children","Partners/Family","","NORTH CAROLINA","High School","Full-Time","Yes",4,7,3,2,2,"Democrat","",6,0,10,7,"I hope that we all can pull thru this. Be safe and God bless...","Citizen","Utilitarian","Male",NA,"White",1,2,5.8,4.25,"Passed","Passed","Passed"
1,2,1,6,6,6,5,6,3,4,4,6,7,5,1,3,4,5,5,1,4,"Yes","No","Deontological",2,1,7,2,3,4,4,5,2,3,"Male",25,"Black","No",1,1,"No Children","Housemates","","Indiana","4 Year Degree","Full-Time","Yes",4,5,2,2,2,"Democrat","",1,53,3,1,"","Citizen","Deontological","Male",NA,"Black",4,2,3,3.75,"Passed","Passed","Passed"
1,2,2,4,7,4,3,3,3,1,3,7,7,5,2,4,4,3,6,4,4,"Not Sure","No","Utilitarian",3,5,5,5,5,2,2,2,2,4,"Male",51,"Hispanic","Not Sure",1,1,"No Children","Alone","","California","4 Year Degree","Part-Time","No",4,3,2,4,2,"Democrat","",1,0,1,1,"","Citizen","Virtue","Male",NA,"Unspecified",4,3,4.6,2,"Passed","Passed","Passed"
1,4,1,6,6,6,2,4,4,4,3,5,5,6,2,3,6,4,4,3,6,"Yes","No","Utilitarian",3,3,5,4,4,3,2,4,3,3,"Male",51,"White","No",1,1,"No Children","Partners/Family","","PA","4 Year Degree","Part-Time","Yes",3,7,3,3,3,"Democrat","",1,0,8,2,"","Leader","Deontological","Male",NA,"White",4,3,3.8,3,"Passed","Passed","Passed"
1,2,2,7,7,7,7,4,4,4,7,7,7,7,4,4,7,1,7,1,7,"Yes","No","Utilitarian",6,7,7,7,7,6,6,4,6,4,"Female",68,"White","Yes",1,3,"No Children","Alone","","Rhode Island","2 year Degree","Unemployed",NA,3,9,2,4,4,"Independent","",6,0,10,5,"","Citizen","Virtue","Female",NA,"White",3,4,6.8,5.5,"Passed","Passed","Passed"
1,4,NA,7,7,3,5,4,4,1,7,4,6,7,4,4,7,7,6,4,7,"Yes","No","Deontological",2,5,2,6,6,2,6,4,4,3,"Male",57,"White","Yes",1,2,"1 Child","Partners/Family","","kansas","2 year Degree","Full-Time","Unsure",6,6,2,6,6,"Republican","",1,0,10,6," people are extremely panicked over this horrible pandemic that they are  causing a severe shortage of food and other items people need and  our stores are becoming bare by people hoarding in fear  of what is still to happen! there needs to be a ration of some sort each person buys that will last in the needed time of a lockdown if one happens where they are instead of people buying  more than they need!","Leader","Non-Moral","Male",NA,"White",3,6,4.2,4,"Passed","Passed","Passed"
1,4,1,5,3,2,1,6,6,5,6,6,5,2,1,1,4,2,3,7,4,"Yes","No","Utilitarian",2,2,2,6,3,2,2,6,2,2,"Male",53,"White","No",1,2,"2 Children","Partners/Family","","georgia","Some college","Full-Time","No",9,7,3,6,7,"Republican","",1,30,10,6,"","Leader","Deontological","Male",NA,"White",2,6.5,3,3,"Passed","Passed","Passed"
1,4,3,7,6,6,1,6,5,5,5,6,6,5,3,3,5,5,6,1,5,"Not Sure","No","Deontological",2,3,2,5,5,2,2,6,5,2,"Male",67,"White","Yes",1,2,"3 Children","Partners/Family","","pa","High School","Unemployed",NA,6,6,2,6,6,"Republican","",0,30,10,6,"","Leader","Utilitarian","Male",NA,"White",1,6,3.4,3.75,"Passed","Passed","Passed"
1,4,3,6,6,6,5,6,6,6,5,6,6,6,2,2,7,7,4,1,5,"Yes","No","Utilitarian",6,5,6,5,4,1,1,4,1,4,"Male",58,"White","No",1,2,"No Children","Partners/Family","","Florida","4 Year Degree","Full-Time","Unsure",6,7,2,4,3,"Independent","",2,0,2,1,"No comments.","Leader","Utilitarian","Male",NA,"White",4,3.5,5.2,1.75,"Passed","Passed","Passed"
1,2,1,7,6,6,4,5,5,5,4,5,6,4,2,3,7,5,6,1,4,"No","No","Utilitarian",3,3,6,6,5,2,4,5,4,4,"Female",61,"White","Yes",1,4,"2 Children","Partners/Family","","Illinois","Some college","Unemployed",NA,1,3,3,3,3,"Democrat","",2,0,8,5,"","Citizen","Deontological","Female",NA,"White",2,3,4.6,3.75,"Passed","Passed","Passed"
1,4,3,7,5,6,6,4,4,4,4,4,4,4,2,3,4,4,4,1,3,"Yes","No","Utilitarian",2,4,6,6,2,2,2,2,2,1,"Female",46,"Black","No",1,2,"4+ Children","Partners/Family","","Indiana","2 year Degree","Unemployed",NA,6,7,2,2,2,"Democrat","",4,30,8,4,"","Leader","Utilitarian","Female",NA,"Black",3,2,4,2,"Passed","Passed","Passed"
1,4,1,4,6,4,1,4,3,2,5,4,4,4,1,2,4,4,6,1,1,"Not Sure","No","Utilitarian",2,2,3,3,5,4,4,4,4,3,"Male",27,"Black","Not Sure",1,1,"No Children","Partners/Family","","NC","Some college","Unemployed",NA,1,7,1,4,3,"Independent","",5,0,10,1,"","Leader","Deontological","Male",NA,"Black",2,3.5,3,4,"Passed","Passed","Passed"
1,4,3,6,6,3,1,4,3,1,3,7,7,7,2,4,7,5,4,1,7,"No","No","Deontological",5,5,3,5,3,2,5,3,5,3,"Female",67,"White","Yes",1,2,"1 Child","Partners/Family","","Texas","PostGrad or Professional degree","Unemployed",NA,3,3,3,1,1,"Democrat","",2,0,7,5,"","Leader","Utilitarian","Female",NA,"White",5,1,4.2,3.75,"Passed","Passed","Passed"
1,2,2,6,6,1,1,3,1,1,4,7,7,7,1,6,6,3,2,1,7,"No","No","Utilitarian",6,2,2,6,6,2,2,1,1,4,"Female",59,"White","No",1,2,"3 Children","Partners/Family","","Virginia","PostGrad or Professional degree","Part-Time","Yes",10,5,3,1,1,"Democrat","",2,15,10,7,"The biggest problem now is a lack of leadership at the federal level, which is leading to a lag in getting testing kits into the hands of health-care workers. In addition, we need to protect low-wage workers who do not have health care benefits or paid time off or the virus will continue to spread like a fire out of control for months. ","Citizen","Virtue","Female",NA,"White",5,1,4.4,1.5,"Passed","Passed","Passed"
1,2,NA,7,7,7,5,7,6,6,7,5,6,7,3,7,3,3,7,3,7,"Yes","No","Utilitarian",2,2,4,1,3,3,2,3,3,4,"Male",46,"White","No",1,2,"1 Child","Partners/Family","","Oregon","2 year Degree","Full-Time","No",9,5,3,7,4,"Republican","",1,10,6,1,"Thanks","Citizen","Non-Moral","Male",NA,"White",3,5.5,2.4,2.75,"Passed","Passed","Passed"
1,2,1,7,7,7,1,6,6,4,7,5,5,5,5,6,5,7,4,1,7,"Not Sure","No","Utilitarian",2,2,6,6,7,3,3,6,4,3,"Female",63,"White","Yes",1,4,"1 Child","Alone","","Oh","4 Year Degree","Part-Time","Yes",6,8,3,5,3,"Independent","",0,0,10,7,"I’ve given up social media for Lent. Normally, I get stuck there several times a day. ","Citizen","Deontological","Female",NA,"White",4,4,4.6,4,"Passed","Passed","Passed"
1,2,2,6,4,4,3,5,6,5,4,5,6,5,3,4,5,5,3,6,6,"No","No","Utilitarian",4,3,4,4,4,2,1,4,4,4,"Male",35,"Black","No",1,1,"No Children","Partners/Family","","New Jersey","2 year Degree","Full-Time","No",4,4,3,2,2,"Democrat","",6,0,2,1,"","Citizen","Virtue","Male",NA,"Black",3,2,3.8,2.75,"Passed","Passed","Passed"
1,2,NA,7,7,6,4,7,7,6,6,6,6,7,6,6,6,5,4,6,7,"Not Sure","No","Deontological",5,5,7,5,6,4,5,4,4,3,"Female",60,"White","Yes",1,1,"No Children","Alone","","ky","2 year Degree","Part-Time","Yes",4,4,3,1,1,"Democrat","",1,0,6,3,"","Citizen","Non-Moral","Female",NA,"White",3,1,5.6,4.25,"Passed","Passed","Passed"
1,4,NA,7,7,7,7,4,4,4,2,6,6,6,1,3,6,2,4,1,3,"Yes","No","Deontological",4,4,7,5,6,5,1,2,2,3,"Male",22,"Black","No",1,1,"No Children","Partners/Family","","Maryland","Some college","Student",NA,7,6,2,3,2,"Democrat","",4,0,9,5,"N/A","Leader","Non-Moral","Male",NA,"Black",2,2.5,5.2,2.5,"Passed","Passed","Passed"
1,4,1,7,7,6,2,4,4,4,6,4,4,4,1,1,4,3,2,2,7,"No","No","Virtue",2,1,3,3,1,3,3,1,3,5,"Male",53,"Other","Yes",1,1,"No Children","Alone","","Alabama","Some college","Unemployed",NA,3,9,2,3,3,"Republican","",1,0,10,7,"","Leader","Deontological","Male",NA,"Unspecified",2,3,2,2.5,"Passed","Passed","Passed"
1,2,NA,7,3,3,2,6,5,4,5,4,6,5,2,2,6,2,4,7,4,"Yes","No","Virtue",5,5,4,6,1,5,3,7,7,3,"Male",64,"White","No",1,4,"3 Children","Alone","","ohio","4 Year Degree","Full-Time","Yes",7,7,3,7,6,"Republican","",1,4,8,5,"","Citizen","Non-Moral","Male",NA,"White",4,6.5,4.2,5.5,"Passed","Passed","Passed"
1,4,3,6,4,4,1,4,6,2,6,2,4,4,1,1,2,2,5,1,1,"No","No","Utilitarian",2,3,5,2,2,4,1,4,4,4,"Male",35,"Black","No",1,1,"No Children","Alone","","Connecticut","Some college","Full-Time","Yes",4,9,3,2,1,"Democrat","",0,0,1,1,"","Leader","Utilitarian","Male",NA,"Black",2,1.5,2.8,3.25,"Passed","Passed","Passed"
1,4,2,7,6,3,1,6,5,5,4,4,4,5,4,4,4,2,4,1,2,"Yes","No","Utilitarian",2,2,6,3,2,2,2,2,2,3,"Female",48,"Black","No",1,3,"No Children","Alone","","TX","Some college","Unemployed",NA,2,10,3,1,1,"Democrat","",0,30,10,4,"","Leader","Virtue","Female",NA,"Black",2,1,3,2,"Passed","Passed","Passed"
1,2,3,4,3,2,2,3,2,2,3,6,6,4,1,2,4,3,6,4,3,"No","No","Deontological",5,4,2,3,5,2,3,4,1,4,"Female",62,"White","No",1,4,"1 Child","Housemates","","Virginia","PostGrad or Professional degree","Part-Time","No",6,7,3,2,3,"Democrat","",0,30,6,3,"none","Citizen","Utilitarian","Female",NA,"White",5,2.5,3.8,2.5,"Passed","Passed","Passed"
1,2,NA,7,6,7,7,4,4,3,6,4,4,7,3,4,7,4,4,1,7,"Yes","Not Sure","Deontological",2,5,6,6,7,2,6,5,4,4,"Male",56,"Hispanic","Yes",1,2,"1 Child","Partners/Family","","Florida","4 Year Degree","Full-Time","Yes",6,8,3,1,1,"Democrat","",0,30,1,1,"I believe that China suppressed the release of the true facts of the COVID-19 to the rest of the world.","Citizen","Non-Moral","Male",NA,"Unspecified",4,1,5.2,4.25,"Passed","Passed","Passed"
1,2,2,7,6,5,4,5,5,5,5,5,6,6,2,2,7,5,5,4,6,"No","No","Utilitarian",5,3,5,4,3,4,4,5,4,3,"Female",62,"White","Yes",1,2,"1 Child","Partners/Family","","iowa","PostGrad or Professional degree","Full-Time","Yes",6,5,3,4,3,"Democrat","",2,30,3,4,"none","Citizen","Virtue","Female",NA,"White",5,3.5,4,4.25,"Passed","Passed","Passed"
1,2,NA,4,7,2,2,3,5,3,6,5,5,5,1,3,5,3,6,3,6,"Yes","No","Utilitarian",6,2,1,3,1,4,1,6,5,4,"Male",56,"White","No",1,2,"2 Children","Partners/Family","","Califonria","4 Year Degree","Full-Time","Yes",6,4,3,5,5,"Republican","",0,5,9,5,"","Citizen","Non-Moral","Male",NA,"White",4,5,2.6,4,"Passed","Passed","Passed"
1,2,2,7,2,2,1,7,2,2,6,4,6,6,2,6,6,4,5,3,7,"Yes","No","Deontological",4,2,2,5,2,4,3,4,4,4,"Female",64,"White","No",1,2,"1 Child","Partners/Family","","Colorado ","4 Year Degree","Part-Time","No",9,4,3,1,1,"Independent","",4,0,1,1,"","Citizen","Virtue","Female",NA,"White",4,1,3,3.75,"Passed","Passed","Passed"
1,4,1,6,4,1,1,6,4,2,7,5,4,5,1,1,4,2,6,1,7,"No","No","Utilitarian",1,1,2,6,1,1,4,4,1,3,"Male",72,"White","No",1,4,"No Children","Alone","","Georgia","2 year Degree","Part-Time","Yes",5,4,3,6,6,"Other","Libertarian",2,0,1,1,"","Leader","Deontological","Male",NA,"White",3,6,2.2,2.5,"Passed","Passed","Passed"
1,4,3,4,5,2,1,2,2,1,5,5,6,4,1,1,4,2,3,5,6,"No","No","Utilitarian",3,4,4,4,4,4,5,5,5,3,"Male",64,"White","No",1,1,"No Children","Alone","","Florida","PostGrad or Professional degree","Unemployed",NA,10,9,2,5,5,"Republican","",1,0,8,5,"","Leader","Utilitarian","Male",NA,"White",5,5,3.8,4.75,"Passed","Passed","Passed"
1,4,NA,7,7,7,1,5,4,3,3,7,7,7,6,6,6,6,6,6,7,"Yes","No","Virtue",4,2,3,6,1,1,6,1,1,4,"Male",67,"White","Not Sure",1,2,"No Children","Partners/Family","","PA","High School","Unemployed",NA,5,6,3,6,6,"Republican","",0,0,6,3,"","Leader","Non-Moral","Male",NA,"White",1,6,3.2,2.25,"Passed","Passed","Passed"
1,2,2,5,7,6,3,4,5,5,7,5,6,6,1,2,6,7,7,4,6,"No","No","Utilitarian",3,2,4,2,2,3,5,4,5,3,"Female",68,"White","No",1,3,"3 Children","Alone","","New York","High School","Unemployed",NA,4,7,2,4,5,"Democrat","",0,0,7,2,"","Citizen","Virtue","Female",NA,"White",1,4.5,2.6,4.25,"Passed","Passed","Passed"
1,2,1,6,7,1,1,4,3,1,1,6,6,4,1,3,5,1,3,7,7,"No","No","Utilitarian",3,3,7,7,6,4,1,1,4,5,"Female",68,"White","Yes",1,3,"3 Children","Housemates","","NJ","PostGrad or Professional degree","Part-Time","Unsure",6,8,3,1,1,"Independent","",1,0,1,1,"The question concerning if your employer would give you permission to stay home, you should have included the option of people that already telecommute","Citizen","Deontological","Female",NA,"White",5,1,5.2,2.5,"Passed","Passed","Passed"
1,2,2,7,7,3,1,6,5,2,5,5,4,6,2,7,6,6,4,1,7,"No","No","Utilitarian",4,2,3,2,2,4,5,2,4,3,"Female",59,"White","Not Sure",1,4,"No Children","Alone","","South Carolina","PostGrad or Professional degree","Part-Time","Yes",3,6,2,2,2,"Democrat","",2,0,1,1,"The ladder is not valid any more. Education is not equal to respected well paying jobs.","Citizen","Virtue","Female",NA,"White",5,2,2.6,3.75,"Passed","Passed","Passed"
1,2,NA,7,7,4,1,6,6,5,7,6,6,6,1,3,7,4,4,4,7,"Yes","No","Utilitarian",1,2,7,5,5,2,2,5,2,4,"Female",79,"White","No",1,2,"2 Children","Partners/Family","","florida","PostGrad or Professional degree","Unemployed",NA,6,4,3,2,1,"Democrat","",NA,30,1,1,"","Citizen","Non-Moral","Female",NA,"White",5,1.5,4,2.75,"Passed","Passed","Passed"
1,2,3,7,7,7,1,7,7,7,7,7,7,7,4,4,5,5,4,1,7,"Yes","No","Utilitarian",4,4,7,5,4,2,4,4,1,3,"Female",59,"White","Not Sure",1,2,"2 Children","Partners/Family","","florida","4 Year Degree","Unemployed",NA,4,8,3,2,2,"Democrat","",0,0,1,1,"","Citizen","Utilitarian","Female",NA,"White",4,2,4.8,2.75,"Passed","Passed","Passed"
1,4,3,7,7,7,6,6,6,6,4,5,6,6,2,2,7,7,6,4,7,"Yes","No","Deontological",5,2,3,6,4,2,4,4,4,3,"Female",64,"White","Yes",2,2,"2 Children","Partners/Family","","MA","PostGrad or Professional degree","Part-Time","Yes",2,4,3,4,3,"None","",40,5,9,5,"","Leader","Utilitarian","Female",NA,"White",5,3.5,4,3.5,"Passed","Passed","Passed"
1,4,1,7,7,7,4,7,7,7,7,7,7,7,4,4,7,1,7,5,7,"No","No","Utilitarian",4,4,7,7,4,3,4,1,4,4,"Female",71,"White","No",2,2,"2 Children","Partners/Family","","New York","4 Year Degree","Unemployed",NA,10,5,3,4,4,"Independent","",4,0,4,2,"","Leader","Deontological","Female",NA,"White",4,4,5.2,3,"Passed","Passed","Passed"
